start_time,end_time,max_value,avg_value,length,duration,time_diff
2024-05-28 10:10:39+00:00,2024-05-28 10:10:42+00:00,66.14,65.86666666666667,3,3.0,9.0
2024-05-28 10:10:44+00:00,2024-05-28 10:11:14+00:00,79.6,70.08,30,30.0,5.0
2024-05-28 10:11:34+00:00,2024-05-28 10:11:37+00:00,68.74000000000001,66.95333333333333,3,3.0,50.0
2024-05-28 10:11:44+00:00,2024-05-28 10:11:56+00:00,73.09,68.19500000000001,12,12.0,10.0
2024-05-28 10:12:05+00:00,2024-05-28 10:12:22+00:00,76.11,68.33529411764707,17,17.0,21.0
2024-05-28 10:12:37+00:00,2024-05-28 10:13:38+00:00,81.59,70.56114754098361,61,61.0,32.0
2024-05-28 10:13:41+00:00,2024-05-28 10:13:51+00:00,73.15,69.71000000000001,10,10.0,64.0
2024-05-28 10:14:05+00:00,2024-05-28 10:14:23+00:00,81.31,73.38833333333334,18,18.0,24.0
2024-05-28 10:15:11+00:00,2024-05-28 10:15:49+00:00,74.89,69.80315789473684,38,38.0,66.0
2024-05-28 10:15:50+00:00,2024-05-28 10:16:12+00:00,75.65,69.41954545454546,22,22.0,39.0
2024-05-28 10:16:25+00:00,2024-05-28 10:16:28+00:00,70.53999999999999,68.32666666666667,3,3.0,35.0
2024-05-28 10:16:57+00:00,2024-05-28 10:17:23+00:00,79.83,69.635,26,26.0,32.0
2024-05-28 10:17:32+00:00,2024-05-28 10:21:00+00:00,89.02,72.21673076923076,208,208.0,35.0
2024-05-28 10:21:21+00:00,2024-05-28 10:23:06+00:00,82.62,69.8967619047619,105,105.0,229.0
2024-05-28 10:23:32+00:00,2024-05-28 10:23:58+00:00,78.52,68.78538461538461,26,26.0,131.0
2024-05-28 10:23:59+00:00,2024-05-28 10:24:18+00:00,72.84,68.83526315789474,19,19.0,27.0
2024-05-28 10:24:24+00:00,2024-05-28 10:24:27+00:00,67.32,66.95,3,3.0,25.0
2024-05-28 10:24:29+00:00,2024-05-28 10:24:56+00:00,83.74,69.02666666666667,27,27.0,5.0
2024-05-28 10:24:57+00:00,2024-05-28 10:25:21+00:00,70.15,66.62875,24,24.0,28.0
2024-05-28 10:25:55+00:00,2024-05-28 10:26:28+00:00,73.8,68.21939393939394,33,33.0,58.0
2024-05-28 10:26:47+00:00,2024-05-28 10:26:52+00:00,71.93,69.672,5,5.0,52.0
2024-05-28 10:26:53+00:00,2024-05-28 10:28:20+00:00,81.36,69.60563218390804,87,87.0,6.0
2024-05-28 10:28:46+00:00,2024-05-28 10:28:49+00:00,66.88,66.43333333333334,3,3.0,113.0
2024-05-28 10:29:14+00:00,2024-05-28 10:30:52+00:00,81.88,71.18969387755102,98,98.0,28.0
2024-05-28 10:31:28+00:00,2024-05-28 10:31:32+00:00,66.9,66.27250000000001,4,4.0,134.0
2024-05-28 10:31:35+00:00,2024-05-28 10:32:55+00:00,76.51,70.638375,80,80.0,7.0
2024-05-28 10:33:06+00:00,2024-05-28 10:33:09+00:00,66.09,65.89999999999999,3,3.0,91.0
2024-05-28 10:33:11+00:00,2024-05-28 10:33:20+00:00,72.14,68.25222222222222,9,9.0,5.0
2024-05-28 10:33:26+00:00,2024-05-28 10:33:32+00:00,68.45,67.21666666666667,6,6.0,15.0
2024-05-28 10:33:33+00:00,2024-05-28 10:34:55+00:00,83.3,71.08048780487805,82,82.0,7.0
2024-05-28 10:35:00+00:00,2024-05-28 10:35:04+00:00,69.87,68.275,4,4.0,87.0
2024-05-28 10:35:08+00:00,2024-05-28 10:35:14+00:00,66.03999999999999,65.605,6,6.0,8.0
2024-05-28 10:35:20+00:00,2024-05-28 10:35:44+00:00,71.97999999999999,67.24249999999999,24,24.0,12.0
2024-05-28 10:35:45+00:00,2024-05-28 10:35:56+00:00,66.78999999999999,66.1009090909091,11,11.0,25.0
2024-05-28 10:36:02+00:00,2024-05-28 10:36:05+00:00,65.28,65.16666666666667,3,3.0,17.0
2024-05-28 10:36:07+00:00,2024-05-28 10:36:11+00:00,69.71000000000001,67.3675,4,4.0,5.0
2024-05-28 10:36:12+00:00,2024-05-28 10:37:03+00:00,85.19,71.47294117647058,51,51.0,5.0
2024-05-28 10:37:36+00:00,2024-05-28 10:37:39+00:00,68.18,66.68666666666667,3,3.0,84.0
2024-05-28 10:37:44+00:00,2024-05-28 10:37:50+00:00,71.55,68.17,6,6.0,8.0
2024-05-28 10:38:07+00:00,2024-05-28 10:38:13+00:00,71.61,67.57000000000001,6,6.0,23.0
2024-05-28 10:38:14+00:00,2024-05-28 10:39:17+00:00,81.79,70.87063492063493,63,63.0,7.0
2024-05-28 10:39:19+00:00,2024-05-28 10:39:39+00:00,71.25,67.90599999999999,20,20.0,65.0
2024-05-28 10:39:54+00:00,2024-05-28 10:40:14+00:00,78.72,69.962,20,20.0,35.0
2024-05-28 10:41:03+00:00,2024-05-28 10:41:36+00:00,75.62,69.92545454545454,33,33.0,69.0
2024-05-28 10:41:47+00:00,2024-05-28 10:41:52+00:00,73.07,69.598,5,5.0,44.0
2024-05-28 10:42:06+00:00,2024-05-28 10:42:33+00:00,79.93,69.93851851851852,27,27.0,19.0
2024-05-28 10:43:20+00:00,2024-05-28 10:44:07+00:00,74.83,69.74787234042553,47,47.0,74.0
2024-05-28 10:44:24+00:00,2024-05-28 10:44:28+00:00,75.41,71.97,4,4.0,64.0
2024-05-28 10:44:37+00:00,2024-05-28 10:44:41+00:00,70.35,67.7625,4,4.0,13.0
2024-05-28 10:44:47+00:00,2024-05-28 10:44:54+00:00,67.21000000000001,66.09857142857143,7,7.0,10.0
2024-05-28 10:45:36+00:00,2024-05-28 10:45:56+00:00,76.97,68.513,20,20.0,49.0
2024-05-28 10:45:59+00:00,2024-05-28 10:46:41+00:00,75.47,68.72214285714286,42,42.0,23.0
2024-05-28 10:47:21+00:00,2024-05-28 10:47:57+00:00,76.57,68.74166666666666,36,36.0,82.0
2024-05-28 10:47:58+00:00,2024-05-28 10:48:47+00:00,74.37,68.28367346938775,49,49.0,37.0
2024-05-28 10:48:50+00:00,2024-05-28 10:49:00+00:00,74.84,68.594,10,10.0,52.0
2024-05-28 10:49:10+00:00,2024-05-28 10:49:17+00:00,69.66,67.78428571428572,7,7.0,20.0
2024-05-28 10:49:42+00:00,2024-05-28 10:52:26+00:00,86.61,69.90060975609757,164,164.0,32.0
2024-05-28 10:52:38+00:00,2024-05-28 10:52:42+00:00,68.32,66.995,4,4.0,176.0
2024-05-28 10:52:46+00:00,2024-05-28 10:52:52+00:00,67.33,66.28666666666668,6,6.0,8.0
2024-05-28 10:53:13+00:00,2024-05-28 10:53:28+00:00,73.12,67.31066666666666,15,15.0,27.0
2024-05-28 10:53:53+00:00,2024-05-28 10:53:56+00:00,72.66,67.83,3,3.0,40.0
2024-05-28 10:54:03+00:00,2024-05-28 10:54:06+00:00,65.85,65.56,3,3.0,10.0
2024-05-28 10:54:19+00:00,2024-05-28 10:54:38+00:00,76.36,69.76842105263158,19,19.0,16.0
2024-05-28 10:54:42+00:00,2024-05-28 10:55:49+00:00,77.06,69.71,67,67.0,23.0
2024-05-28 10:55:55+00:00,2024-05-28 10:56:04+00:00,80.01,71.0311111111111,9,9.0,73.0
2024-05-28 10:56:11+00:00,2024-05-28 10:56:39+00:00,81.56,72.82000000000001,28,28.0,16.0
2024-05-28 10:56:42+00:00,2024-05-28 10:58:00+00:00,77.14,70.02102564102564,78,78.0,31.0
2024-05-28 10:58:05+00:00,2024-05-28 10:58:43+00:00,80.02,72.19394736842105,38,38.0,83.0
2024-05-28 10:59:05+00:00,2024-05-28 10:59:09+00:00,72.85,70.04249999999999,4,4.0,60.0
2024-05-28 10:59:12+00:00,2024-05-28 10:59:24+00:00,69.28,67.01583333333333,12,12.0,7.0
