start_time,end_time,max_value,avg_value,length,duration,time_diff
2024-05-28 09:20:35+00:00,2024-05-28 09:20:39+00:00,73.72,68.7025,4,4.0,24.0
2024-05-28 09:20:43+00:00,2024-05-28 09:21:07+00:00,66.51,65.66916666666667,24,24.0,8.0
2024-05-28 09:21:08+00:00,2024-05-28 09:22:00+00:00,77.0,69.98115384615384,52,52.0,25.0
2024-05-28 09:22:02+00:00,2024-05-28 09:22:07+00:00,69.8,67.67999999999999,5,5.0,54.0
2024-05-28 09:22:08+00:00,2024-05-28 09:22:38+00:00,69.45,67.61333333333333,30,30.0,6.0
2024-05-28 09:24:00+00:00,2024-05-28 09:24:42+00:00,76.95,70.30071428571429,42,42.0,112.0
2024-05-28 09:24:43+00:00,2024-05-28 09:24:56+00:00,68.89,66.88076923076923,13,13.0,43.0
2024-05-28 09:25:03+00:00,2024-05-28 09:33:10+00:00,88.78,70.71507186858315,487,487.0,20.0
2024-05-28 09:33:18+00:00,2024-05-28 09:34:26+00:00,81.3,70.9675,68,68.0,495.0
2024-05-28 09:35:01+00:00,2024-05-28 09:35:09+00:00,73.59,69.27250000000001,8,8.0,103.0
2024-05-28 09:35:10+00:00,2024-05-28 09:35:13+00:00,68.6,67.27,3,3.0,9.0
2024-05-28 09:35:38+00:00,2024-05-28 09:36:33+00:00,80.35,73.16672727272727,55,55.0,28.0
2024-05-28 09:37:21+00:00,2024-05-28 09:38:33+00:00,76.85,68.3275,72,72.0,103.0
2024-05-28 09:38:40+00:00,2024-05-28 09:38:43+00:00,67.94,66.69333333333333,3,3.0,79.0
2024-05-28 09:38:44+00:00,2024-05-28 09:38:58+00:00,73.66,69.73357142857142,14,14.0,4.0
2024-05-28 09:39:07+00:00,2024-05-28 09:39:15+00:00,67.01,66.1725,8,8.0,23.0
2024-05-28 09:39:25+00:00,2024-05-28 09:39:49+00:00,78.32,69.53208333333333,24,24.0,18.0
2024-05-28 09:39:50+00:00,2024-05-28 09:39:59+00:00,68.39,65.89333333333333,9,9.0,25.0
2024-05-28 09:40:02+00:00,2024-05-28 09:41:12+00:00,81.12,70.63457142857143,70,70.0,12.0
2024-05-28 09:41:14+00:00,2024-05-28 09:41:17+00:00,67.55,66.28666666666668,3,3.0,72.0
2024-05-28 09:41:23+00:00,2024-05-28 09:43:17+00:00,80.97,71.75149122807018,114,114.0,9.0
2024-05-28 09:43:35+00:00,2024-05-28 09:44:07+00:00,84.55,73.0146875,32,32.0,132.0
2024-05-28 09:44:19+00:00,2024-05-28 09:48:04+00:00,86.97,70.81208888888888,225,225.0,44.0
2024-05-28 09:48:05+00:00,2024-05-28 09:48:13+00:00,67.36,66.0775,8,8.0,226.0
2024-05-28 09:48:39+00:00,2024-05-28 09:50:25+00:00,86.37,71.21443396226415,106,106.0,34.0
2024-05-28 09:51:01+00:00,2024-05-28 09:51:04+00:00,68.21,66.87,3,3.0,142.0
2024-05-28 09:51:13+00:00,2024-05-28 09:52:49+00:00,87.94,71.56229166666667,96,96.0,12.0
2024-05-28 09:52:50+00:00,2024-05-28 09:53:02+00:00,72.7,68.41583333333334,12,12.0,97.0
2024-05-28 09:53:09+00:00,2024-05-28 09:53:23+00:00,76.95,70.04428571428572,14,14.0,19.0
2024-05-28 09:53:28+00:00,2024-05-28 09:53:33+00:00,72.38,69.726,5,5.0,19.0
2024-05-28 09:53:56+00:00,2024-05-28 09:54:22+00:00,82.05,70.8,26,26.0,28.0
2024-05-28 09:54:39+00:00,2024-05-28 09:54:42+00:00,67.39,66.22,3,3.0,43.0
2024-05-28 09:54:43+00:00,2024-05-28 09:55:01+00:00,73.52,68.70333333333333,18,18.0,4.0
2024-05-28 09:55:05+00:00,2024-05-28 09:55:12+00:00,72.77,68.21142857142857,7,7.0,22.0
2024-05-28 09:55:15+00:00,2024-05-28 09:55:43+00:00,77.52,70.5525,28,28.0,10.0
2024-05-28 09:55:47+00:00,2024-05-28 09:55:51+00:00,83.31,74.0075,4,4.0,32.0
2024-05-28 09:56:23+00:00,2024-05-28 09:56:26+00:00,73.32,70.77333333333333,3,3.0,36.0
2024-05-28 09:56:29+00:00,2024-05-28 09:57:26+00:00,90.11,73.5763157894737,57,57.0,6.0
2024-05-28 09:57:31+00:00,2024-05-28 09:58:25+00:00,84.7,70.24148148148149,54,54.0,62.0
2024-05-28 09:58:39+00:00,2024-05-28 09:58:42+00:00,65.79,65.39333333333333,3,3.0,68.0
2024-05-28 09:58:43+00:00,2024-05-28 09:58:53+00:00,72.58,66.67699999999999,10,10.0,4.0
2024-05-28 09:59:00+00:00,2024-05-28 09:59:08+00:00,66.96,65.9675,8,8.0,17.0
2024-05-28 09:59:10+00:00,2024-05-28 10:00:22+00:00,83.61,69.55986111111112,72,72.0,10.0
2024-05-28 10:00:41+00:00,2024-05-28 10:00:47+00:00,68.38,66.89666666666666,6,6.0,91.0
2024-05-28 10:00:48+00:00,2024-05-28 10:00:56+00:00,69.83,66.6175,8,8.0,7.0
2024-05-28 10:01:08+00:00,2024-05-28 10:01:19+00:00,68.36,66.80454545454546,11,11.0,20.0
2024-05-28 10:01:20+00:00,2024-05-28 10:01:29+00:00,68.2,67.16555555555556,9,9.0,12.0
2024-05-28 10:01:30+00:00,2024-05-28 10:04:25+00:00,85.78,71.04942857142856,175,175.0,10.0
2024-05-28 10:04:26+00:00,2024-05-28 10:04:35+00:00,69.92,66.9011111111111,9,9.0,176.0
2024-05-28 10:05:20+00:00,2024-05-28 10:06:05+00:00,76.63,71.04711111111111,45,45.0,54.0
2024-05-28 10:06:07+00:00,2024-05-28 10:06:15+00:00,68.64,66.72625000000001,8,8.0,47.0
2024-05-28 10:06:20+00:00,2024-05-28 10:06:45+00:00,85.25,74.5592,25,25.0,13.0
2024-05-28 10:07:26+00:00,2024-05-28 10:09:03+00:00,87.98,71.07907216494846,97,97.0,66.0
2024-05-28 10:09:28+00:00,2024-05-28 10:09:34+00:00,68.12,66.97666666666667,6,6.0,122.0
2024-05-28 10:09:35+00:00,2024-05-28 10:10:05+00:00,83.74,72.72066666666666,30,30.0,7.0
2024-05-28 10:10:30+00:00,2024-05-28 10:10:35+00:00,68.4,66.63,5,5.0,55.0
2024-05-28 10:10:45+00:00,2024-05-28 10:11:13+00:00,79.46,70.595,28,28.0,15.0
2024-05-28 10:11:32+00:00,2024-05-28 10:11:36+00:00,68.89,67.665,4,4.0,47.0
2024-05-28 10:11:45+00:00,2024-05-28 10:11:55+00:00,73.39,68.691,10,10.0,13.0
2024-05-28 10:12:03+00:00,2024-05-28 10:13:38+00:00,81.82,70.55294736842104,95,95.0,18.0
2024-05-28 10:13:41+00:00,2024-05-28 10:13:51+00:00,74.31,69.45,10,10.0,98.0
2024-05-28 10:14:04+00:00,2024-05-28 10:14:23+00:00,78.78,72.76526315789474,19,19.0,23.0
2024-05-28 10:15:14+00:00,2024-05-28 10:16:12+00:00,77.24,69.12189655172413,58,58.0,70.0
2024-05-28 10:16:57+00:00,2024-05-28 10:17:22+00:00,73.75,68.2688,25,25.0,103.0
2024-05-28 10:17:32+00:00,2024-05-28 10:17:35+00:00,68.78,66.67333333333333,3,3.0,35.0
2024-05-28 10:17:36+00:00,2024-05-28 10:21:00+00:00,89.04,73.01916666666666,204,204.0,4.0
2024-05-28 10:21:20+00:00,2024-05-28 10:23:17+00:00,82.51,69.55196581196581,117,117.0,224.0
2024-05-28 10:23:24+00:00,2024-05-28 10:23:28+00:00,67.9,67.2875,4,4.0,124.0
2024-05-28 10:23:30+00:00,2024-05-28 10:23:37+00:00,72.49,68.77714285714286,7,7.0,6.0
2024-05-28 10:23:46+00:00,2024-05-28 10:23:57+00:00,72.59,69.07272727272726,11,11.0,16.0
2024-05-28 10:23:58+00:00,2024-05-28 10:24:08+00:00,73.68,69.307,10,10.0,12.0
2024-05-28 10:24:32+00:00,2024-05-28 10:25:20+00:00,84.03,67.83270833333333,48,48.0,34.0
2024-05-28 10:25:35+00:00,2024-05-28 10:25:39+00:00,72.22,69.5125,4,4.0,63.0
2024-05-28 10:25:54+00:00,2024-05-28 10:26:26+00:00,77.66,71.3309375,32,32.0,19.0
2024-05-28 10:26:48+00:00,2024-05-28 10:26:53+00:00,70.52,68.402,5,5.0,54.0
2024-05-28 10:26:56+00:00,2024-05-28 10:27:08+00:00,71.0,68.3925,12,12.0,8.0
2024-05-28 10:27:12+00:00,2024-05-28 10:28:20+00:00,77.04,69.59,68,68.0,16.0
2024-05-28 10:29:17+00:00,2024-05-28 10:30:53+00:00,79.0,70.94572916666667,96,96.0,125.0
2024-05-28 10:31:29+00:00,2024-05-28 10:31:33+00:00,65.72,65.41,4,4.0,132.0
2024-05-28 10:31:34+00:00,2024-05-28 10:32:51+00:00,75.54,69.75480519480519,77,77.0,5.0
2024-05-28 10:33:12+00:00,2024-05-28 10:33:15+00:00,68.54,66.95333333333333,3,3.0,98.0
2024-05-28 10:33:16+00:00,2024-05-28 10:33:20+00:00,70.28,69.125,4,4.0,4.0
2024-05-28 10:33:24+00:00,2024-05-28 10:33:34+00:00,71.09,67.85900000000001,10,10.0,8.0
2024-05-28 10:33:41+00:00,2024-05-28 10:33:44+00:00,65.25,65.09333333333333,3,3.0,17.0
2024-05-28 10:33:47+00:00,2024-05-28 10:34:38+00:00,80.17,71.80803921568628,51,51.0,6.0
2024-05-28 10:34:40+00:00,2024-05-28 10:34:53+00:00,75.89,68.76769230769231,13,13.0,53.0
2024-05-28 10:35:01+00:00,2024-05-28 10:35:07+00:00,69.85,67.825,6,6.0,21.0
2024-05-28 10:35:08+00:00,2024-05-28 10:35:11+00:00,66.93,66.46666666666667,3,3.0,7.0
2024-05-28 10:35:22+00:00,2024-05-28 10:35:27+00:00,67.22,66.188,5,5.0,14.0
2024-05-28 10:35:36+00:00,2024-05-28 10:35:43+00:00,69.72,67.46714285714286,7,7.0,14.0
2024-05-28 10:35:49+00:00,2024-05-28 10:35:55+00:00,66.72,65.80333333333333,6,6.0,13.0
2024-05-28 10:35:59+00:00,2024-05-28 10:36:02+00:00,68.56,67.35000000000001,3,3.0,10.0
2024-05-28 10:36:21+00:00,2024-05-28 10:37:04+00:00,84.77,71.61116279069768,43,43.0,22.0
2024-05-28 10:37:23+00:00,2024-05-28 10:37:27+00:00,66.96,66.03999999999999,4,4.0,62.0
2024-05-28 10:37:35+00:00,2024-05-28 10:37:38+00:00,71.14,69.29333333333334,3,3.0,12.0
2024-05-28 10:37:45+00:00,2024-05-28 10:37:54+00:00,69.53,66.9211111111111,9,9.0,10.0
2024-05-28 10:37:58+00:00,2024-05-28 10:39:41+00:00,85.03,70.60631067961165,103,103.0,13.0
2024-05-28 10:39:53+00:00,2024-05-28 10:39:59+00:00,77.76,71.615,6,6.0,115.0
2024-05-28 10:40:00+00:00,2024-05-28 10:40:13+00:00,72.41,69.6676923076923,13,13.0,7.0
2024-05-28 10:41:04+00:00,2024-05-28 10:41:36+00:00,75.23,70.009375,32,32.0,64.0
2024-05-28 10:41:46+00:00,2024-05-28 10:41:52+00:00,74.37,69.22,6,6.0,42.0
2024-05-28 10:42:04+00:00,2024-05-28 10:42:15+00:00,79.38,69.60272727272728,11,11.0,18.0
2024-05-28 10:42:24+00:00,2024-05-28 10:42:32+00:00,70.97,68.985,8,8.0,20.0
2024-05-28 10:43:20+00:00,2024-05-28 10:43:24+00:00,67.07,65.77,4,4.0,56.0
2024-05-28 10:43:25+00:00,2024-05-28 10:44:01+00:00,79.78,70.62555555555555,36,36.0,5.0
2024-05-28 10:44:02+00:00,2024-05-28 10:44:08+00:00,70.14,67.905,6,6.0,37.0
2024-05-28 10:44:24+00:00,2024-05-28 10:44:28+00:00,70.38,68.4675,4,4.0,22.0
2024-05-28 10:44:37+00:00,2024-05-28 10:44:41+00:00,71.88,69.535,4,4.0,13.0
2024-05-28 10:44:49+00:00,2024-05-28 10:44:55+00:00,69.68,68.36833333333334,6,6.0,12.0
2024-05-28 10:45:35+00:00,2024-05-28 10:45:57+00:00,75.32,67.42818181818183,22,22.0,46.0
2024-05-28 10:46:00+00:00,2024-05-28 10:46:43+00:00,75.51,68.78883720930233,43,43.0,25.0
2024-05-28 10:47:21+00:00,2024-05-28 10:47:29+00:00,76.07,68.69624999999999,8,8.0,81.0
2024-05-28 10:47:33+00:00,2024-05-28 10:47:52+00:00,71.8,67.3378947368421,19,19.0,12.0
2024-05-28 10:47:53+00:00,2024-05-28 10:47:57+00:00,68.89,67.4,4,4.0,20.0
2024-05-28 10:48:02+00:00,2024-05-28 10:48:09+00:00,67.8,66.50142857142858,7,7.0,9.0
2024-05-28 10:48:12+00:00,2024-05-28 10:48:15+00:00,66.01,65.74,3,3.0,10.0
2024-05-28 10:48:17+00:00,2024-05-28 10:48:48+00:00,75.46,68.9416129032258,31,31.0,5.0
2024-05-28 10:48:49+00:00,2024-05-28 10:48:59+00:00,72.84,69.08,10,10.0,32.0
